Date (undefined);RA (h);DEC (deg);Dobs (au);VMag (mag);dRAcosDEC (arcsec/min);dDEC (arcsec/min);RV (km/s)
2458769.5;13.17464025;-7.476647;0.997968837323;-26.74;2.3212875;-0.9363645;-0.4056022
2458770.5;13.23625548;-7.8507169;0.997682353971;-26.75;2.3246247;-0.9319089;-0.4029754
2458771.5;13.29801715;-8.2229725;0.997397728795;-26.75;2.3280861;-0.9272058;-0.4001698
2458772.5;13.35993119;-8.5933147;0.99711503576;-26.75;2.3316703;-0.9222546;-0.3972622
2458773.5;13.42200346;-8.9616438;0.996834302625;-26.75;2.3353745;-0.9170542;-0.3943341
2458774.5;13.48423969;-9.3278594;0.996555508778;-26.75;2.3391949;-0.9116028;-0.3914697
2458775.5;13.54664548;-9.6918608;0.996278584342;-26.75;2.3431261;-0.9058981;-0.3887537
2458776.5;13.60922621;-10.0535457;0.996003410707;-26.75;2.3471612;-0.8999372;-0.3862683
2458777.5;13.67198702;-10.4128108;0.99572982287;-26.75;2.3512916;-0.8937167;-0.38409
2458778.5;13.73493278;-10.7695514;0.995457614392;-26.75;2.3555068;-0.8872319;-0.3822835
2458779.5;13.79806796;-11.1236605;0.995186546379;-26.75;2.3597943;-0.8804778;-0.3808937
2458780.5;13.86139665;-11.4750291;0.994916362207;-26.75;2.36414;-0.8734483;-0.379934
2458781.5;13.92492249;-11.8235457;0.994646809269;-26.75;2.3685287;-0.8661369;-0.3793742
2458782.5;13.98864862;-12.169096;0.99437766718;-26.75;2.3729456;-0.8585371;-0.3791311
2458783.5;14.05257778;-12.5115634;0.994108778765;-26.75;2.3773779;-0.8506431;-0.3790694
2458784.5;14.11671232;-12.8508293;0.993840077045;-26.75;2.381817;-0.8424508;-0.3790149
2458785.5;14.18105434;-13.1867737;0.993571600615;-26.75;2.3862589;-0.8339581;-0.3787805
2458786.5;14.24560583;-13.5192764;0.99330349279;-26.75;2.3907044;-0.8251653;-0.3781947
2458787.5;14.31036877;-13.8482176;0.993035985609;-26.76;2.3951574;-0.8160744;-0.3771239
2458788.5;14.37534518;-14.1734787;0.992769374722;-26.76;2.3996237;-0.8066884;-0.3754813
2458789.5;14.44053716;-14.4949422;0.992503992777;-26.76;2.4041089;-0.7970107;-0.3732237
2458790.5;14.50594687;-14.8124921;0.992240187029;-26.76;2.4086177;-0.7870448;-0.3703412
2458791.5;14.57157647;-15.1260138;0.991978303683;-26.76;2.4131532;-0.7767937;-0.3668449
2458792.5;14.6374281;-15.4353936;0.991718678718;-26.76;2.4177172;-0.7662601;-0.3627571
2458793.5;14.70350385;-15.7405191;0.991461633503;-26.76;2.4223107;-0.7554463;-0.3581048
2458794.5;14.76980568;-16.0412786;0.991207473149;-26.76;2.4269336;-0.7443547;-0.3529166
2458795.5;14.83633549;-16.3375615;0.990956485758;-26.76;2.4315857;-0.7329875;-0.3472226
2458796.5;14.90309502;-16.629258;0.990708941162;-26.76;2.4362665;-0.7213469;-0.3410558
2458797.5;14.97008592;-16.9162593;0.990465088219;-26.76;2.4409755;-0.7094355;-0.334456
2458798.5;15.03730968;-17.1984575;0.990225150203;-26.76;2.445712;-0.6972556;-0.3274722
2458799.5;15.10476765;-17.4757459;0.989989318319;-26.76;2.450475;-0.68481;-0.3201664
2458800.5;15.17246105;-17.7480186;0.989757743861;-26.76;2.4552628;-0.6721011;-0.3126147
2458801.5;15.24039088;-18.0151709;0.989530530032;-26.76;2.4600725;-0.6591311;-0.3049069
2458802.5;15.30855792;-18.2770987;0.989307724672;-26.76;2.4648995;-0.645902;-0.297144
2458803.5;15.37696267;-18.5336989;0.989089315182;-26.76;2.4697377;-0.6324153;-0.2894332
2458804.5;15.4456053;-18.7848686;0.988875226641;-26.76;2.4745784;-0.6186719;-0.2818819
2458805.5;15.51448555;-19.0305055;0.988665323655;-26.76;2.4794111;-0.6046725;-0.2745909
2458806.5;15.58360271;-19.2705071;0.988459416121;-26.77;2.484223;-0.590417;-0.2676477
2458807.5;15.65295551;-19.5047711;0.988257268937;-26.77;2.4889994;-0.5759054;-0.2611195
2458808.5;15.72254212;-19.733195;0.988058615804;-26.77;2.4937241;-0.5611372;-0.2550461
2458809.5;15.79236006;-19.9556762;0.987863177312;-26.77;2.4983797;-0.5461121;-0.2494321
2458810.5;15.8624062;-20.1721121;0.98767068311;-26.77;2.5029484;-0.5308302;-0.2442411
2458811.5;15.93267674;-20.3823999;0.987480896834;-26.77;2.5074137;-0.5152921;-0.2393925
2458812.5;16.0031673;-20.5864378;0.987293640782;-26.77;2.511761;-0.4994997;-0.2347656
2458813.5;16.07387294;-20.7841245;0.987108815897;-26.77;2.5159794;-0.4834563;-0.2302122
2458814.5;16.14478831;-20.9753607;0.98692641263;-26.77;2.5200619;-0.4671669;-0.2255749
2458815.5;16.21590774;-21.1600492;0.986746510304;-26.77;2.5240056;-0.450638;-0.2207073
2458816.5;16.28722537;-21.3380958;0.986569265909;-26.77;2.5278106;-0.4338771;-0.2154897
2458817.5;16.35873518;-21.5094094;0.986394896149;-26.77;2.5314788;-0.4168929;-0.2098365
2458818.5;16.43043109;-21.6739023;0.986223657669;-26.77;2.5350129;-0.3996942;-0.2036953
2458819.5;16.50230689;-21.8314907;0.986055829493;-26.77;2.5384151;-0.3822901;-0.1970405
2458820.5;16.57440736;-21.9833708;0.985883241753;-26.77;2.5269936;-0.3688598;-0.3133617
2458821.5;16.64657296;-22.1256357;0.985731557933;-26.77;2.5448304;-0.3469019;-0.1821778
2458822.5;16.71895029;-22.2620423;0.9855756889;-26.77;2.5478451;-0.3289356;-0.1739786
2458823.5;16.79148166;-22.3912442;0.985424372601;-26.77;2.5507317;-0.3107998;-0.1652831
2458824.5;16.86416028;-22.5131754;0.985277882084;-26.77;2.5534908;-0.2925037;-0.1561044
2458825.5;16.93697927;-22.6277734;0.985136482174;-26.77;2.5561236;-0.2740565;-0.1464595
2458826.5;17.00993164;-22.7349796;0.985000426146;-26.77;2.5586316;-0.2554675;-0.1363732
2458827.5;17.08301034;-22.8347389;0.984869949657;-26.77;2.5610172;-0.2367464;-0.1258837
2458828.5;17.1562083;-22.9270004;0.984745261448;-26.77;2.5632831;-0.2179025;-0.1150478
2458829.5;17.22951839;-23.0117165;0.984626531148;-26.77;2.5654315;-0.1989455;-0.1039457
2458830.5;17.30293344;-23.0888436;0.984513875528;-26.77;2.5674638;-0.1798847;-0.0926813
2458831.5;17.3764462;-23.1583419;0.984407345527;-26.77;2.5693795;-0.1607288;-0.0813784
2458832.5;17.45004929;-23.2201747;0.984306916927;-26.77;2.5711756;-0.1414864;-0.0701728
2458833.5;17.5237351;-23.2743088;0.98421248714;-26.77;2.5728458;-0.1221658;-0.0591991
2458834.5;17.59749575;-23.3207143;0.984123879386;-26.77;2.5743814;-0.1027748;-0.0485786
2458835.5;17.67132299;-23.3593641;0.984040853891;-26.77;2.5757712;-0.0833213;-0.0384079
2458836.5;17.74520817;-23.3902346;0.983963124509;-26.78;2.5770023;-0.0638132;-0.0287513
2458837.5;17.81914221;-23.4133052;0.983890378653;-26.78;2.5780614;-0.0442588;-0.0196369
2458838.5;17.89311559;-23.4285587;0.983822298659;-26.78;2.578935;-0.0246669;-0.0110556
2458839.5;17.96711838;-23.4359815;0.983758583123;-26.78;2.5796109;-0.0050468;-0.0029622
2458840.5;18.04114031;-23.4355639;0.983698966906;-26.78;2.5800785;0.0145917;0.0047212
2458841.5;18.11517083;-23.4273001;0.983643238322;-26.78;2.5803299;0.034238;0.0120988
2458842.5;18.18919918;-23.4111887;0.983591251769;-26.78;2.5803601;0.053881;0.0192918
2458843.5;18.26321453;-23.3872329;0.983542934184;-26.78;2.5801677;0.0735091;0.0264264
2458844.5;18.33720608;-23.3554404;0.983498284582;-26.78;2.5797545;0.0931105;0.0336222
2458845.5;18.41116314;-23.3158237;0.98345736726;-26.78;2.5791247;0.1126732;0.0409826
2458846.5;18.48507523;-23.2684001;0.983420300597;-26.78;2.5782849;0.1321852;0.0485891
2458847.5;18.55893211;-23.2131916;0.983387244036;-26.78;2.5772424;0.1516349;0.0565008
2458848.5;18.63272384;-23.1502248;0.983358385703;-26.78;2.5760052;0.1710107;0.064757
