DOD;f_ri_cyc
0,341;0,0001696468
0,342;0,0001709194
0,343;0,0001721920
0,344;0,0001734647
0,345;0,0001747373
0,346;0,0001760099
0,347;0,0001772825
0,348;0,0001785552
0,349;0,0001798278
0,35;0,0001811004
0,351;0,0001823731
0,352;0,0001836457
0,353;0,0001849183
0,354;0,0001861910
0,355;0,0001874636
0,356;0,0001887362
0,357;0,0001900088
0,358;0,0001912815
0,359;0,0001925541
0,36;0,0001938267
0,361;0,0001950994
0,362;0,0001963720
0,363;0,0001976446
0,364;0,0001989173
0,365;0,0002001899
0,366;0,0002014625
0,367;0,0002027352
0,368;0,0002040078
0,369;0,0002052804
0,37;0,0002065530
0,371;0,0002078257
0,372;0,0002090983
0,373;0,0002103709
0,374;0,0002116436
0,375;0,0002129162
0,376;0,0002141888
0,377;0,0002154615
0,378;0,0002167341
0,379;0,0002180067
0,38;0,0002192793
0,381;0,0002205520
0,382;0,0002218246
0,383;0,0002230972
0,384;0,0002243699
0,385;0,0002256425
0,386;0,0002269151
0,387;0,0002281878
0,388;0,0002294604
0,389;0,0002307330
0,39;0,0002320057
0,391;0,0002332783
0,392;0,0002345509
0,393;0,0002358235
0,394;0,0002370962
0,395;0,0002383688
0,396;0,0002396414
0,397;0,0002409141
0,398;0,0002421867
0,399;0,0002434593
0,4;0,0002447320
0,401;0,0002460046
0,402;0,0002472772
0,403;0,0002485498
0,404;0,0002498225
0,405;0,0002510951
0,406;0,0002523677
0,407;0,0002536404
0,408;0,0002549130
0,409;0,0002561856
0,41;0,0002574583
0,411;0,0002587309
0,412;0,0002600035
0,413;0,0002612762
0,414;0,0002625488
0,415;0,0002638214
0,416;0,0002650940
0,417;0,0002663667
0,418;0,0002676393
0,419;0,0002689119
0,42;0,0002701846
0,421;0,0002714572
0,422;0,0002727298
0,423;0,0002740025
0,424;0,0002752751
0,425;0,0002765477
0,426;0,0002778203
0,427;0,0002790930
0,428;0,0002803656
0,429;0,0002816382
0,43;0,0002829109
0,431;0,0002841835
0,432;0,0002854561
0,433;0,0002867288
0,434;0,0002880014
0,435;0,0002892740
0,436;0,0002905467
0,437;0,0002918193
0,438;0,0002930919
0,439;0,0002943645
0,44;0,0002956372
0,441;0,0002969098
0,442;0,0002981824
0,443;0,0002994551
0,444;0,0003007277
0,445;0,0003020003
0,446;0,0003032730
0,447;0,0003045456
0,448;0,0003058182
0,449;0,0003070908
0,45;0,0003083635
0,451;0,0003096361
0,452;0,0003109087
0,453;0,0003121814
0,454;0,0003134540
0,455;0,0003147266
0,456;0,0003159993
0,457;0,0003172719
0,458;0,0003185445
0,459;0,0003198172
0,46;0,0003210898
0,461;0,0003223624
0,462;0,0003236350
0,463;0,0003249077
0,464;0,0003261803
0,465;0,0003274529
0,466;0,0003287256
0,467;0,0003299982
0,468;0,0003312708
0,469;0,0003325435
0,47;0,0003338161
0,471;0,0003350887
0,472;0,0003363613
0,473;0,0003376340
0,474;0,0003389066
0,475;0,0003401792
0,476;0,0003414519
0,477;0,0003427245
0,478;0,0003439971
0,479;0,0003452698
0,48;0,0003465424
0,481;0,0003478150
0,482;0,0003490877
0,483;0,0003503603
0,484;0,0003516329
0,485;0,0003529055
0,486;0,0003541782
0,487;0,0003554508
0,488;0,0003567234
0,489;0,0003579961
0,49;0,0003592687
0,491;0,0003605413
0,492;0,0003618140
0,493;0,0003630866
0,494;0,0003643592
0,495;0,0003656318
0,496;0,0003669045
0,497;0,0003681771
0,498;0,0003694497
0,499;0,0003707224
0,5;0,0003719950
0,501;0,0003732676
0,502;0,0003745403
0,503;0,0003758129
0,504;0,0003770855
0,505;0,0003783582
0,506;0,0003796308
0,507;0,0003809034
0,508;0,0003821760
0,509;0,0003834487
0,51;0,0003847213
0,511;0,0003859939
0,512;0,0003872666
0,513;0,0003885392
0,514;0,0003898118
0,515;0,0003910845
0,516;0,0003923571
0,517;0,0003936297
0,518;0,0003949023
0,519;0,0003961750
0,52;0,0003974476
0,521;0,0003987202
0,522;0,0003999929
0,523;0,0004012655
0,524;0,0004025381
0,525;0,0004038108
0,526;0,0004050834
0,527;0,0004063560
0,528;0,0004076287
0,529;0,0004089013
0,53;0,0004101739
0,531;0,0004114465
0,532;0,0004127192
0,533;0,0004139918
0,534;0,0004152644
0,535;0,0004165371
0,536;0,0004178097
0,537;0,0004190823
0,538;0,0004203550
0,539;0,0004216276
0,54;0,0004229002
0,541;0,0004241728
0,542;0,0004254455
0,543;0,0004267181
0,544;0,0004279907
0,545;0,0004292634
0,546;0,0004305360
0,547;0,0004318086
0,548;0,0004330813
0,549;0,0004343539
0,55;0,0004356265
0,551;0,0004368992
0,552;0,0004381718
0,553;0,0004394444
0,554;0,0004407170
0,555;0,0004419897
0,556;0,0004432623
0,557;0,0004445349
0,558;0,0004458076
0,559;0,0004470802
0,56;0,0004483528
0,561;0,0004496255
0,562;0,0004508981
0,563;0,0004521707
0,564;0,0004534433
0,565;0,0004547160
0,566;0,0004559886
0,567;0,0004572612
0,568;0,0004585339
0,569;0,0004598065
0,57;0,0004610791
0,571;0,0004623518
0,572;0,0004636244
0,573;0,0004648970
0,574;0,0004661697
0,575;0,0004674423
0,576;0,0004687149
0,577;0,0004699875
0,578;0,0004712602
0,579;0,0004725328
0,58;0,0004738054
0,581;0,0004750781
0,582;0,0004763507
0,583;0,0004776233
0,584;0,0004788960
0,585;0,0004801686
0,586;0,0004814412
0,587;0,0004827138
0,588;0,0004839865
0,589;0,0004852591
0,59;0,0004865317
0,591;0,0004878044
0,592;0,0004890770
0,593;0,0004903496
0,594;0,0004916223
0,595;0,0004928949
0,596;0,0004941675
0,597;0,0004954402
0,598;0,0004967128
0,599;0,0004979854
0,6;0,0004992580
0,601;0,0005005307
0,602;0,0005018033
0,603;0,0005030759
0,604;0,0005043486
0,605;0,0005056212
0,606;0,0005068938
0,607;0,0005081665
0,608;0,0005094391
0,609;0,0005107117
0,61;0,0005119843
0,611;0,0005132570
0,612;0,0005145296
0,613;0,0005158022
0,614;0,0005170749
0,615;0,0005183475
0,616;0,0005196201
0,617;0,0005208928
0,618;0,0005221654
0,619;0,0005234380
0,62;0,0005247107
0,621;0,0005259833
0,622;0,0005272559
0,623;0,0005285285
0,624;0,0005298012
0,625;0,0005310738
0,626;0,0005323464
0,627;0,0005336191
0,628;0,0005348917
0,629;0,0005361643
0,63;0,0005374370
0,631;0,0005387096
0,632;0,0005399822
0,633;0,0005412548
0,634;0,0005425275
0,635;0,0005438001
0,636;0,0005450727
0,637;0,0005463454
0,638;0,0005476180
0,639;0,0005488906
0,64;0,0005501633
0,641;0,0005514359
0,642;0,0005527085
0,643;0,0005539812
0,644;0,0005552538
0,645;0,0005565264
0,646;0,0005577990
0,647;0,0005590717
0,648;0,0005603443
0,649;0,0005616169
0,65;0,0005628896
0,651;0,0005641622
0,652;0,0005654348
0,653;0,0005667075
0,654;0,0005679801
0,655;0,0005692527
0,656;0,0005705253
0,657;0,0005717980
0,658;0,0005730706
0,659;0,0005743432
0,66;0,0005756159
0,661;0,0005768885
0,662;0,0005781611
0,663;0,0005794338
0,664;0,0005807064
0,665;0,0005819790
0,666;0,0005832517
0,667;0,0005845243
0,668;0,0005857969
0,669;0,0005870695
0,67;0,0005883422
0,671;0,0005896148
0,672;0,0005908874
0,673;0,0005921601
0,674;0,0005934327
0,675;0,0005947053
0,676;0,0005959780
0,677;0,0005972506
0,678;0,0005985232
0,679;0,0005997958
0,68;0,0006010685
0,681;0,0006023411
0,682;0,0006036137
0,683;0,0006048864
0,684;0,0006061590
0,685;0,0006074316
0,686;0,0006087043
0,687;0,0006099769
0,688;0,0006112495
0,689;0,0006125222
0,69;0,0006137948
0,691;0,0006150674
0,692;0,0006163400
0,693;0,0006176127
0,694;0,0006188853
0,695;0,0006201579
0,696;0,0006214306
0,697;0,0006227032
0,698;0,0006239758
0,699;0,0006252485
0,7;0,0006265211
0,701;0,0006277937
0,702;0,0006290663
0,703;0,0006303390
0,704;0,0006316116
0,705;0,0006328842
0,706;0,0006341569
0,707;0,0006354295
0,708;0,0006367021
0,709;0,0006379748
0,71;0,0006392474
0,711;0,0006405200
0,712;0,0006417927
0,713;0,0006430653
0,714;0,0006443379
0,715;0,0006456105
0,716;0,0006468832
0,717;0,0006481558
0,718;0,0006494284
0,719;0,0006507011
0,72;0,0006519737
0,721;0,0006532463
0,722;0,0006545190
0,723;0,0006557916
0,724;0,0006570642
0,725;0,0006583368
0,726;0,0006596095
0,727;0,0006608821
0,728;0,0006621547
0,729;0,0006634274
0,73;0,0006647000
0,731;0,0006678379
0,732;0,0006709757
0,733;0,0006741136
0,734;0,0006772514
0,735;0,0006803893
0,736;0,0006835271
0,737;0,0006866650
0,738;0,0006898029
0,739;0,0006929407
0,74;0,0006960786
0,741;0,0006992164
0,742;0,0007023543
0,743;0,0007054921
0,744;0,0007086300
0,745;0,0007117679
0,746;0,0007149057
0,747;0,0007180436
0,748;0,0007211814
0,749;0,0007243193
0,75;0,0007274571
0,751;0,0007305950
0,752;0,0007337329
0,753;0,0007368707
0,754;0,0007400086
0,755;0,0007431464
0,756;0,0007462843
0,757;0,0007494221
0,758;0,0007525600
0,759;0,0007556979
0,76;0,0007588357
0,761;0,0007619736
0,762;0,0007651114
0,763;0,0007682493
0,764;0,0007713871
0,765;0,0007745250
0,766;0,0007776629
0,767;0,0007808007
0,768;0,0007839386
0,769;0,0007870764
0,77;0,0007902143
0,771;0,0007933521
0,772;0,0007964900
0,773;0,0007996279
0,774;0,0008027657
0,775;0,0008059036
0,776;0,0008090414
0,777;0,0008121793
0,778;0,0008153171
0,779;0,0008184550
0,78;0,0008215929
0,781;0,0008247307
0,782;0,0008278686
0,783;0,0008310064
0,784;0,0008341443
0,785;0,0008372821
0,786;0,0008404200
0,787;0,0008435579
0,788;0,0008466957
0,789;0,0008498336
0,79;0,0008529714
0,791;0,0008561093
0,792;0,0008592471
0,793;0,0008623850
0,794;0,0008655229
0,795;0,0008686607
0,796;0,0008717986
0,797;0,0008749364
0,798;0,0008780743
0,799;0,0008812121
0,8;0,0008843500
0,801;0,0008874879
0,802;0,0008906257
0,803;0,0008937636
0,804;0,0008969014
0,805;0,0009000393
0,806;0,0009031771
0,807;0,0009063150
0,808;0,0009094529
0,809;0,0009125907
0,81;0,0009157286
0,811;0,0009188664
0,812;0,0009220043
0,813;0,0009251421
0,814;0,0009282800
0,815;0,0009314179
0,816;0,0009345557
0,817;0,0009376936
0,818;0,0009408314
0,819;0,0009439693
0,82;0,0009471071
0,821;0,0009502450
0,822;0,0009533829
0,823;0,0009565207
0,824;0,0009596586
0,825;0,0009627964
0,826;0,0009659343
0,827;0,0009690721
0,828;0,0009722100
0,829;0,0009753479
0,83;0,0009784857
0,831;0,0009816236
0,832;0,0009847614
0,833;0,0009878993
0,834;0,0009910371
0,835;0,0009941750
0,836;0,0009973129
0,837;0,0010004507
0,838;0,0010035886
0,839;0,0010067264
0,84;0,0010098643
0,841;0,0010130021
0,842;0,0010161400
0,843;0,0010192779
0,844;0,0010224157
0,845;0,0010255536
0,846;0,0010286914
0,847;0,0010318293
0,848;0,0010349671
0,849;0,0010381050
0,85;0,0010412429
0,851;0,0010443807
0,852;0,0010475186
0,853;0,0010506564
0,854;0,0010537943
0,855;0,0010569321
0,856;0,0010600700
0,857;0,0010632079
0,858;0,0010663457
0,859;0,0010694836
0,86;0,0010726214
0,861;0,0010757593
0,862;0,0010788971
0,863;0,0010820350
0,864;0,0010851729
0,865;0,0010883107
0,866;0,0010914486
0,867;0,0010945864
0,868;0,0010977243
0,869;0,0011008621
0,87;0,0011040000
0,871;0,0011048769
0,872;0,0011057538
0,873;0,0011066308
0,874;0,0011075077
0,875;0,0011083846
0,876;0,0011092615
0,877;0,0011101385
0,878;0,0011110154
0,879;0,0011118923
0,88;0,0011127692
0,881;0,0011136462
0,882;0,0011145231
0,883;0,0011154000
0,884;0,0011162769
0,885;0,0011171538
0,886;0,0011180308
0,887;0,0011189077
0,888;0,0011197846
0,889;0,0011206615
0,89;0,0011215385
0,891;0,0011224154
0,892;0,0011232923
0,893;0,0011241692
0,894;0,0011250462
0,895;0,0011259231
0,896;0,0011268000
0,897;0,0011276769
0,898;0,0011285538
0,899;0,0011294308
0,9;0,0011303077
0,901;0,0011311846
0,902;0,0011320615
0,903;0,0011329385
0,904;0,0011338154
0,905;0,0011346923
0,906;0,0011355692
0,907;0,0011364462
0,908;0,0011373231
0,909;0,0011382000
0,91;0,0011390769
0,911;0,0011399538
0,912;0,0011408308
0,913;0,0011417077
0,914;0,0011425846
0,915;0,0011434615
0,916;0,0011443385
0,917;0,0011452154
0,918;0,0011460923
0,919;0,0011469692
0,92;0,0011478462
0,921;0,0011487231
0,922;0,0011496000
0,923;0,0011504769
0,924;0,0011513538
0,925;0,0011522308
0,926;0,0011531077
0,927;0,0011539846
0,928;0,0011548615
0,929;0,0011557385
0,93;0,0011566154
0,931;0,0011574923
0,932;0,0011583692
0,933;0,0011592462
0,934;0,0011601231
0,935;0,0011610000
0,936;0,0011618769
0,937;0,0011627538
0,938;0,0011636308
0,939;0,0011645077
0,94;0,0011653846
0,941;0,0011662615
0,942;0,0011671385
0,943;0,0011680154
0,944;0,0011688923
0,945;0,0011697692
0,946;0,0011706462
0,947;0,0011715231
0,948;0,0011724000
0,949;0,0011732769
0,95;0,0011741538
0,951;0,0011750308
0,952;0,0011759077
0,953;0,0011767846
0,954;0,0011776615
0,955;0,0011785385
0,956;0,0011794154
0,957;0,0011802923
0,958;0,0011811692
0,959;0,0011820462
0,96;0,0011829231
0,961;0,0011838000
0,962;0,0011846769
0,963;0,0011855538
0,964;0,0011864308
0,965;0,0011873077
0,966;0,0011881846
0,967;0,0011890615
0,968;0,0011899385
0,969;0,0011908154
0,97;0,0011916923
0,971;0,0011925692
0,972;0,0011934462
0,973;0,0011943231
0,974;0,0011952000
0,975;0,0011960769
0,976;0,0011969538
0,977;0,0011978308
0,978;0,0011987077
0,979;0,0011995846
0,98;0,0012004615
0,981;0,0012013385
0,982;0,0012022154
0,983;0,0012030923
0,984;0,0012039692
0,985;0,0012048462
0,986;0,0012057231
0,987;0,0012066000
0,988;0,0012074769
0,989;0,0012083538
0,99;0,0012092308
0,991;0,0012101077
0,992;0,0012109846
0,993;0,0012118615
0,994;0,0012127385
0,995;0,0012136154
0,996;0,0012144923
0,997;0,0012153692
0,998;0,0012162462
0,999;0,0012171231
1;0,0012180000
